,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_name,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,latitude,location,location_type,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_company_borough,taxi_pick_up_location,unique_key,x_coordinate_state_plane,y_coordinate_state_plane,resolution_outcome
913,ADDRESS,HPD,Department of Housing Preservation and Development,3013680068,BROOKLYN,,,,BROOKLYN,2019-03-13T08:40:53.000,08 BROOKLYN,PLUMBING,2019-03-11T07:26:19.000,,,BASIN/SINK,,N/A,1517 PARK PLACE,11213,,,40.6721631515944,"{'type': 'Point', 'coordinates': [-73.926949349933, 40.672163151594]}",RESIDENTIAL BUILDING,-73.92694934993281,PHONE,BROOKLYN,Unspecified,2019-03-13T08:40:53.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,,Closed,PARK PLACE,,,41928964,1004514,184172,1
914,ADDRESS,HPD,Department of Housing Preservation and Development,3013680068,BROOKLYN,,,,BROOKLYN,2019-03-13T08:40:53.000,08 BROOKLYN,UNSANITARY CONDITION,2019-03-11T07:26:19.000,,,MOLD,,N/A,1517 PARK PLACE,11213,,,40.6721631515944,"{'type': 'Point', 'coordinates': [-73.926949349933, 40.672163151594]}",RESIDENTIAL BUILDING,-73.92694934993281,PHONE,BROOKLYN,Unspecified,2019-03-13T08:40:53.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,Closed,PARK PLACE,,,41934706,1004514,184172,0
915,ADDRESS,HPD,Department of Housing Preservation and Development,4006880032,QUEENS,,,,Astoria,2019-03-13T10:42:53.000,01 QUEENS,HEAT/HOT WATER,2019-03-11T07:26:37.000,,,ENTIRE BUILDING,,N/A,24-36 43 STREET,11103,,,40.76775274572968,"{'type': 'Point', 'coordinates': [-73.90855201076, 40.76775274573]}",RESIDENTIAL BUILDING,-73.90855201075968,PHONE,QUEENS,Unspecified,2019-03-13T10:42:53.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,,Closed,43 STREET,,,41935670,1009581,219003,1
916,ADDRESS,DOB,Department of Buildings,2028240051,BRONX,,,,BRONX,2019-04-01T00:00:00.000,04 BRONX,Elevator,2019-03-11T07:26:40.000,,,Elevator - Multiple Devices On Property,,N/A,1711 MORRIS AVENUE,10457,,,40.844520652772054,"{'type': 'Point', 'coordinates': [-73.909411493091, 40.844520652772]}",,-73.90941149309147,UNKNOWN,BRONX,Unspecified,2019-04-01T00:00:00.000,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,,Closed,MORRIS AVENUE,,,41929652,1009314,246972,1
917,ADDRESS,NYPD,New York City Police Department,1007610053,MANHATTAN,,,,NEW YORK,2019-03-11T09:02:01.000,04 MANHATTAN,Homeless Encampment,2019-03-11T07:26:43.000,8 AVENUE,9 AVENUE,N/A,2019-03-11T15:26:43.000,Precinct,330 WEST 38 STREET,10018,,,40.75513828321214,"{'type': 'Point', 'coordinates': [-73.992669232941, 40.755138283212]}",Street/Sidewalk,-73.99266923294084,PHONE,MANHATTAN,Unspecified,2019-03-11T09:02:01.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,WEST 38 STREET,,,41924688,986281,214394,1
918,BLOCKFACE,DOT,Department of Transportation,,BRONX,,,,BRONX,2019-03-12T11:34:00.000,10 BRONX,Street Condition,2019-03-11T07:26:43.000,CROSS BRONX EXPRESSWAY,SAMPSON AVENUE,Pothole,,N/A,EAST TREMONT AVENUE,10465,,,40.82116565161912,"{'type': 'Point', 'coordinates': [-73.818489043191, 40.821165651619]}",,-73.81848904319061,UNKNOWN,BRONX,Unspecified,2019-03-12T11:34:00.000,The Department of Transportation inspected this complaint and repaired the problem.,,Closed,EAST TREMONT AVENUE,,,41944533,1034488,238502,1
919,ADDRESS,DOT,Department of Transportation,3044810041,BROOKLYN,,,,BROOKLYN,2019-03-12T09:00:00.000,05 BROOKLYN,Street Condition,2019-03-11T07:26:46.000,FOUNTAIN AVENUE,LOGAN STREET,Pothole,,N/A,2467 LINDEN BOULEVARD,11208,,,40.66635720679505,"{'type': 'Point', 'coordinates': [-73.872554550862, 40.666357206795]}",,-73.8725545508625,UNKNOWN,BROOKLYN,Unspecified,2019-03-12T09:00:00.000,The Department of Transportation inspected this complaint and found that the problem was fixed.,,Closed,LINDEN BOULEVARD,,,41933416,1019606,182074,1
920,INTERSECTION,DOT,Department of Transportation,,BRONX,,,,BRONX,2019-03-12T10:00:00.000,12 BRONX,Street Condition,2019-03-11T07:26:47.000,,,Pothole,,N/A,,10466,EAST 236 STREET,WHITE PLAINS ROAD,40.89559751984413,"{'type': 'Point', 'coordinates': [-73.856160138153, 40.895597519844]}",,-73.85616013815265,UNKNOWN,BRONX,Unspecified,2019-03-12T10:00:00.000,The Department of Transportation inspected this complaint and repaired the problem.,,Closed,,,,41948193,1024017,265601,1
921,ADDRESS,DOT,Department of Transportation,1001427501,MANHATTAN,,,,NEW YORK,2019-04-02T16:33:55.000,01 MANHATTAN,Street Condition,2019-03-11T07:27:21.000,MURRAY STREET,WARREN STREET,"Rough, Pitted or Cracked Roads",2019-06-09T07:27:21.000,N/A,270 GREENWICH STREET,10007,,,40.71531983193994,"{'type': 'Point', 'coordinates': [-74.011229465607, 40.71531983194]}",Street,-74.01122946560714,ONLINE,MANHATTAN,Unspecified,2019-04-02T16:33:55.000,The Department of Transportation inspected the condition you reported and temporarily addressed the condition. The Agency will notify the responsible party.,,Closed,GREENWICH STREET,,,41927196,981137,199887,1
922,ADDRESS,DOT,Department of Transportation,2046890012,BRONX,,,,BRONX,2019-03-12T11:41:00.000,12 BRONX,Street Condition,2019-03-11T07:27:22.000,BRONXWOOD AVENUE,PAULDING AVENUE,Pothole,,N/A,943 EAST  218 STREET,10469,,,40.88069130268529,"{'type': 'Point', 'coordinates': [-73.856311724176, 40.880691302685]}",,-73.85631172417646,UNKNOWN,BRONX,Unspecified,2019-03-12T11:41:00.000,The Department of Transportation inspected this complaint and repaired the problem.,,Closed,EAST  218 STREET,,,41948307,1023984,260170,1
923,ADDRESS,HPD,Department of Housing Preservation and Development,2030160050,BRONX,,,,BRONX,2019-03-14T02:11:21.000,06 BRONX,HEAT/HOT WATER,2019-03-11T07:27:35.000,,,ENTIRE BUILDING,,N/A,1939 WEST FARMS ROAD,10460,,,40.83916144854979,"{'type': 'Point', 'coordinates': [-73.880593538462, 40.83916144855]}",RESIDENTIAL BUILDING,-73.88059353846155,PHONE,BRONX,Unspecified,2019-03-14T02:11:21.000,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",,Closed,WEST FARMS ROAD,,,41935898,1017290,245029,1
924,ADDRESS,DOB,Department of Buildings,3013680068,BROOKLYN,,,,BROOKLYN,2019-03-11T07:27:45.000,08 BROOKLYN,Plumbing,2019-03-11T07:27:45.000,,,Gas Hook-Up/Piping - Illegal Or Defective,,N/A,1517 PARK PLACE,11213,,,40.6721631515944,"{'type': 'Point', 'coordinates': [-73.926949349933, 40.672163151594]}",,-73.92694934993281,UNKNOWN,BROOKLYN,Unspecified,2019-03-11T00:00:00.000,The Department of Buildings investigated this complaint and determined that no further action was necessary.,,Closed,PARK PLACE,,,41930942,1004514,184172,1
925,ADDRESS,DSNY,Department of Sanitation,4068130056,QUEENS,,,,Flushing,2019-03-13T00:00:00.000,08 QUEENS,Request Large Bulky Item Collection,2019-03-11T07:28:00.000,153 STREET,PARSONS BOULEVARD,Request Large Bulky Item Collection,,N/A,153-31 78 AVENUE,11367,,,40.72225723632059,"{'type': 'Point', 'coordinates': [-73.810709726874, 40.722257236321]}",Sidewalk,-73.81070972687384,PHONE,QUEENS,Unspecified,2019-03-13T00:00:00.000,,,Closed,78 AVENUE,,,41931423,1036719,202471,0
926,ADDRESS,NYPD,New York City Police Department,1018470030,MANHATTAN,,,,NEW YORK,2019-03-11T11:52:42.000,10 MANHATTAN,Noise - Commercial,2019-03-11T07:28:34.000,8 AVENUE,MANHATTAN AVENUE,Banging/Pounding,2019-03-11T15:28:34.000,Precinct,310 WEST 113 STREET,10026,,,40.80261721340659,"{'type': 'Point', 'coordinates': [-73.957110970387, 40.802617213407]}",Store/Commercial,-73.95711097038651,MOBILE,MANHATTAN,Unspecified,2019-03-11T11:52:42.000,The Police Department responded to the complaint and determined that police action was not necessary.,,Closed,WEST 113 STREET,,,41931763,996124,231695,0
927,INTERSECTION,DOT,Department of Transportation,,BRONX,,,,BRONX,2019-03-12T12:36:00.000,10 BRONX,Street Condition,2019-03-11T07:28:37.000,,,Pothole,,N/A,,10465,DILL PLACE,EAST TREMONT AVENUE,40.82679836243201,"{'type': 'Point', 'coordinates': [-73.822361623171, 40.826798362432]}",,-73.82236162317099,UNKNOWN,BRONX,Unspecified,2019-03-12T12:36:00.000,The Department of Transportation inspected this complaint and repaired the problem.,,Closed,,,,41949579,1033412,240552,1
928,ADDRESS,NYPD,New York City Police Department,,STATEN ISLAND,,,,STATEN ISLAND,2019-03-11T19:52:48.000,02 STATEN ISLAND,Animal Abuse,2019-03-11T07:28:43.000,SOUTH GANNON AVENUE,DREYER AVENUE,Other (complaint details),2019-03-11T15:28:43.000,Precinct,704 WILLOW BROOK ROAD,10314,,,40.607279225782676,"{'type': 'Point', 'coordinates': [-74.147378327713, 40.607279225783]}",Residential Building/House,-74.14737832771311,PHONE,STATEN ISLAND,Unspecified,2019-03-11T19:52:48.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,WILLOW BROOK ROAD,,,41931013,943328,160559,0
929,ADDRESS,DOT,Department of Transportation,3066340018,BROOKLYN,,,,BROOKLYN,2019-03-12T12:40:00.000,15 BROOKLYN,Street Condition,2019-03-11T07:28:51.000,AVENUE P,QUENTIN ROAD,Pothole,,N/A,1720 EAST    3 STREET,11223,,,40.60828675671972,"{'type': 'Point', 'coordinates': [-73.970759440919, 40.60828675672]}",,-73.97075944091866,UNKNOWN,BROOKLYN,Unspecified,2019-03-12T12:40:00.000,The Department of Transportation inspected this complaint and did not find the reported problem.,,Closed,EAST    3 STREET,,,41928862,992369,160893,0
930,INTERSECTION,DOT,Department of Transportation,,MANHATTAN,,,,NEW YORK,2019-03-19T14:30:19.000,01 MANHATTAN,Curb Condition,2019-03-11T07:28:51.000,,,Broken Curb,2019-04-10T07:28:51.000,N/A,,10007,FULTON STREET,BROADWAY,40.710887232967906,"{'type': 'Point', 'coordinates': [-74.009060887166, 40.710887232968]}",Sidewalk,-74.00906088716644,ONLINE,MANHATTAN,Unspecified,2019-03-19T14:30:19.000,"The Department of Transportation will inspect the condition to determine if the location can be added to a curb contract (3-5 years). The property owner will be notified if there are sidewalk defects. Property owners are responsible for repairing and installing sidewalks adjoining their property, according to Section 19-152 of the NYC Administrative Code. Community Boards and elected officials may contribute funding for curb, affecting timeframe for construction.",,Closed,,,,41931679,981738,198272,0
931,INTERSECTION,DOT,Department of Transportation,,BRONX,,,,BRONX,2019-03-12T12:18:00.000,12 BRONX,Street Condition,2019-03-11T07:28:52.000,,,Pothole,,N/A,,10467,WHITE PLAINS ROAD,EAST GUN HILL ROAD,40.87739342686332,"{'type': 'Point', 'coordinates': [-73.866490880126, 40.877393426863]}",,-73.86649088012616,UNKNOWN,BRONX,Unspecified,2019-03-12T12:18:00.000,The Department of Transportation inspected this complaint and repaired the problem.,,Closed,,,,41950947,1021171,258964,1
932,ADDRESS,NYPD,New York City Police Department,3059690054,BROOKLYN,,,,BROOKLYN,2019-03-11T13:05:50.000,10 BROOKLYN,Illegal Parking,2019-03-11T07:29:05.000,3 AVENUE,4 AVENUE,Blocked Hydrant,2019-03-11T15:29:05.000,Precinct,365 79 STREET,11209,,,40.62808002924823,"{'type': 'Point', 'coordinates': [-74.026889550385, 40.628080029248]}",Street/Sidewalk,-74.026889550385,ONLINE,BROOKLYN,Unspecified,2019-03-11T13:05:50.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,79 STREET,,,41928607,976786,168104,1
933,ADDRESS,DOT,Department of Transportation,2059240500,BRONX,,,,BRONX,2019-03-12T12:45:00.000,08 BRONX,Street Condition,2019-03-11T07:29:10.000,DODGEWOOD ROAD,UNNAMED STREET,Pothole,,N/A,4675 INDEPENDENCE AVENUE,10471,,,40.894239655963545,"{'type': 'Point', 'coordinates': [-73.911445207942, 40.894239655964]}",,-73.91144520794238,UNKNOWN,BRONX,Unspecified,2019-03-12T12:45:00.000,The Department of Transportation inspected this complaint and repaired the problem.,,Closed,INDEPENDENCE AVENUE,,,41925876,1008733,265086,1
934,ADDRESS,HPD,Department of Housing Preservation and Development,3084380006,BROOKLYN,,,,BROOKLYN,2019-03-14T13:46:28.000,18 BROOKLYN,UNSANITARY CONDITION,2019-03-11T07:29:37.000,,,MOLD,,N/A,6901 AVENUE W,11234,,,40.61569799524564,"{'type': 'Point', 'coordinates': [-73.905180032461, 40.615697995246]}",RESIDENTIAL BUILDING,-73.90518003246149,ONLINE,BROOKLYN,Unspecified,2019-03-14T13:46:28.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Closed,AVENUE W,,,41926138,1010575,163606,0
935,ADDRESS,DOT,Department of Transportation,2027570080,BRONX,,,,BRONX,2019-03-12T13:55:00.000,02 BRONX,Street Condition,2019-03-11T07:29:41.000,EAST  167 STREET,HOME STREET,Pothole,,N/A,1250 WESTCHESTER AVENUE,10459,,,40.82687219366136,"{'type': 'Point', 'coordinates': [-73.887625455064, 40.826872193661]}",,-73.88762545506422,UNKNOWN,BRONX,Unspecified,2019-03-12T13:55:00.000,The Department of Transportation inspected this complaint and repaired the problem.,,Closed,WESTCHESTER AVENUE,,,41944467,1015350,240549,1
936,ADDRESS,HPD,Department of Housing Preservation and Development,2031710001,BRONX,,,,BRONX,2019-03-13T10:20:57.000,05 BRONX,HEAT/HOT WATER,2019-03-11T07:29:58.000,,,ENTIRE BUILDING,,N/A,2238 MORRIS AVENUE,10453,,,40.85705837422052,"{'type': 'Point', 'coordinates': [-73.902562121939, 40.857058374221]}",RESIDENTIAL BUILDING,-73.90256212193948,PHONE,BRONX,Unspecified,2019-03-13T10:20:57.000,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",,Closed,MORRIS AVENUE,,,41928032,1011204,251542,1
937,ADDRESS,DSNY,A - Queens,4097850031,QUEENS,,,,Jamaica,2019-03-12T12:00:00.000,08 QUEENS,Dirty Conditions,2019-03-11T07:30:00.000,84 DRIVE,85 AVENUE,E3A Dirty Area/Alleyway,,N/A,84-70 162 STREET,11432,,,40.7131121950092,"{'type': 'Point', 'coordinates': [-73.80284320919, 40.713112195009]}",Lot,-73.8028432091903,PHONE,QUEENS,Unspecified,2019-03-12T12:00:00.000,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,,Closed,162 STREET,,,41931940,1038907,199144,1
938,ADDRESS,HPD,Department of Housing Preservation and Development,4100320030,QUEENS,,,,Jamaica,2019-03-13T11:02:37.000,12 QUEENS,HEAT/HOT WATER,2019-03-11T07:30:39.000,,,ENTIRE BUILDING,,N/A,97-21 147 PLACE,11435,,,40.69738258811074,"{'type': 'Point', 'coordinates': [-73.804851562512, 40.697382588111]}",RESIDENTIAL BUILDING,-73.80485156251152,PHONE,QUEENS,Unspecified,2019-03-13T11:02:37.000,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",,Closed,147 PLACE,,,41932560,1038363,193412,1
939,ADDRESS,NYPD,New York City Police Department,3025320011,BROOKLYN,,,,BROOKLYN,2019-03-11T08:36:33.000,01 BROOKLYN,Blocked Driveway,2019-03-11T07:30:46.000,FRANKLIN STREET,MANHATTAN AVENUE,No Access,2019-03-11T15:30:46.000,Precinct,102 HURON STREET,11222,,,40.73279104190722,"{'type': 'Point', 'coordinates': [-73.957199212589, 40.732791041907]}",Street/Sidewalk,-73.95719921258858,PHONE,BROOKLYN,Unspecified,2019-03-11T08:36:33.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,HURON STREET,,,41930141,996112,206255,0
940,,DOT,Department of Transportation,,Unspecified,,,,,2019-03-12T09:59:53.000,0 Unspecified,Ferry Inquiry,2019-03-11T07:31:28.000,,,Lost and Found,2019-04-10T07:31:28.000,N/A,,,,,,,Ferry,,ONLINE,Unspecified,Unspecified,2019-03-12T09:59:53.000,"After performing a thorough search, the Department of Transportation was unable to find the lost item. If the item is turned in later, you will be contacted.",,Closed,,,,41928608,,,0
941,ADDRESS,NYPD,New York City Police Department,4069590001,QUEENS,,,,FRESH MEADOWS,2019-03-11T13:52:00.000,08 QUEENS,Blocked Driveway,2019-03-11T07:31:54.000,71 AVENUE,73 AVENUE,No Access,2019-03-11T15:31:54.000,Precinct,71-52 172 STREET,11365,,,40.729322405608045,"{'type': 'Point', 'coordinates': [-73.797877479497, 40.729322405608]}",Street/Sidewalk,-73.79787747949702,PHONE,QUEENS,Unspecified,2019-03-11T13:52:00.000,The Police Department responded to the complaint and determined that police action was not necessary.,,Closed,172 STREET,,,41925618,1040270,205053,0
942,ADDRESS,DOB,Department of Buildings,1004040048,MANHATTAN,,,,NEW YORK,2019-03-12T00:00:00.000,03 MANHATTAN,Borough Office,2019-03-11T07:31:59.000,,,Construction Enforcement Work Order (DOB),,N/A,315 EAST   10 STREET,10009,,,40.727414993529834,"{'type': 'Point', 'coordinates': [-73.981184615369, 40.72741499353]}",,-73.98118461536916,UNKNOWN,MANHATTAN,Unspecified,2019-03-12T00:00:00.000,The Department of Buildings investigated this complaint and determined that no further action was necessary.,,Closed,EAST   10 STREET,,,42378459,989465,204294,1
943,ADDRESS,NYPD,New York City Police Department,3039950027,BROOKLYN,,,,BROOKLYN,2019-03-11T09:46:35.000,05 BROOKLYN,Illegal Parking,2019-03-11T07:32:18.000,GLENMORE AVENUE,PITKIN AVENUE,Posted Parking Sign Violation,2019-03-11T15:32:18.000,Precinct,308 SCHENCK AVENUE,11207,,,40.673444457022704,"{'type': 'Point', 'coordinates': [-73.888644629576, 40.673444457023]}",Street/Sidewalk,-73.88864462957575,MOBILE,BROOKLYN,Unspecified,2019-03-11T09:46:35.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,SCHENCK AVENUE,,,41931828,1015139,184650,0
944,INTERSECTION,TLC,Taxi and Limousine Commission,,MANHATTAN,,,,NEW YORK,,02 MANHATTAN,Taxi Complaint,2019-03-11T07:33:49.000,,,Driver Complaint,2019-05-18T12:58:29.000,N/A,,10003,EAST    9 STREET,5 AVENUE,40.732848329178424,"{'type': 'Point', 'coordinates': [-73.995915483806, 40.732848329178]}",,-73.99591548380599,ONLINE,MANHATTAN,Unspecified,2019-04-18T12:59:33.000,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",,Assigned,,,Other,41934632,985382,206273,0
945,ADDRESS,DEP,Department of Environmental Protection,3076120078,BROOKLYN,,,,BROOKLYN,,18 BROOKLYN,Water System,2019-03-11T07:34:00.000,AVENUE J,AVENUE K,Hydrant Leaking (WC1),,N/A,1082 EAST   31 STREET,11210,,,40.62512786629463,"{'type': 'Point', 'coordinates': [-73.945553227738, 40.625127866295]}",,-73.94555322773827,PHONE,BROOKLYN,Unspecified,2019-03-12T01:35:00.000,The Department of Environmental Protection has inspected your complaint and determined that further investigation is required. More information will be available once the condition is resolved. Please visit nyc.gov/311 or call 311 at a later time to check the status of your complaint.,,Started,EAST   31 STREET,,,41928198,999364,167032,0
946,ADDRESS,NYPD,New York City Police Department,2031570026,BRONX,,,,BRONX,2019-03-11T08:39:36.000,05 BRONX,Blocked Driveway,2019-03-11T07:34:46.000,ANTHONY AVENUE,EAST 182 STREET,No Access,2019-03-11T15:34:46.000,Precinct,2200 GRAND CONCOURSE,10457,,,40.85596724700746,"{'type': 'Point', 'coordinates': [-73.900824948085, 40.855967247007]}",Street/Sidewalk,-73.90082494808493,ONLINE,BRONX,Unspecified,2019-03-11T08:39:36.000,The Police Department issued a summons in response to the complaint.,,Closed,GRAND CONCOURSE,,,41934567,1011685,251145,1
947,ADDRESS,NYPD,New York City Police Department,2028790065,BRONX,,,,BRONX,2019-03-11T11:01:10.000,05 BRONX,Blocked Driveway,2019-03-11T07:35:18.000,MONTGOMERY AVENUE,WEST BURNSIDE AVENUE,No Access,2019-03-11T15:35:18.000,Precinct,1856 LORING PLACE SOUTH,10453,,,40.85302011069467,"{'type': 'Point', 'coordinates': [-73.915461854096, 40.853020110695]}",Street/Sidewalk,-73.91546185409605,PHONE,BRONX,Unspecified,2019-03-11T11:01:10.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,LORING PLACE SOUTH,,,41926245,1007637,250067,0
948,INTERSECTION,DOT,Department of Transportation,,BRONX,,,,BRONX,2019-03-12T08:30:00.000,07 BRONX,Street Condition,2019-03-11T07:36:37.000,,,Pothole,,N/A,,10467,EAST GUN HILL ROAD,WEBSTER AVENUE,40.87864531280041,"{'type': 'Point', 'coordinates': [-73.871597980766, 40.8786453128]}",,-73.87159798076605,UNKNOWN,BRONX,Unspecified,2019-03-12T08:30:00.000,The Department of Transportation inspected this complaint and repaired the problem.,,Closed,,,,41952321,1019758,259418,1
949,ADDRESS,DOT,Department of Transportation,3053530089,BROOKLYN,,,,BROOKLYN,2019-03-18T07:31:05.000,12 BROOKLYN,Street Sign - Damaged,2019-03-11T07:36:52.000,CHURCH AVENUE,AVENUE C,Street Cleaning - ASP,2019-03-25T07:45:32.000,N/A,483 MCDONALD AVENUE,11218,,,40.64225265231853,"{'type': 'Point', 'coordinates': [-73.979324087507, 40.642252652319]}",Street,-73.97932408750687,PHONE,BROOKLYN,Unspecified,2019-03-18T07:31:05.000,The Department of Transportation has completed the request or corrected the condition.,,Closed,MCDONALD AVENUE,,,41933092,989988,173267,1
950,INTERSECTION,DOT,Department of Transportation,,QUEENS,,,,,2019-03-11T10:08:00.000,Unspecified QUEENS,Street Light Condition,2019-03-11T07:37:00.000,,,Street Light Out,,N/A,,,77 AVE,88 ST,,,,,UNKNOWN,QUEENS,Unspecified,2019-03-11T10:08:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Closed,,,,41934034,,,1
951,ADDRESS,DSNY,Department of Sanitation,5017020032,STATEN ISLAND,,,,STATEN ISLAND,2019-03-15T00:00:00.000,01 STATEN ISLAND,Request Large Bulky Item Collection,2019-03-11T07:37:00.000,WILCOX STREET,BENJAMIN DRIVE,Request Large Bulky Item Collection,,N/A,32 ADRIANNE LANE,10303,,,40.62369316633284,"{'type': 'Point', 'coordinates': [-74.157681224051, 40.623693166333]}",Sidewalk,-74.15768122405107,PHONE,STATEN ISLAND,Unspecified,2019-03-15T00:00:00.000,,,Closed,ADRIANNE LANE,,,41931344,940478,166544,0
952,ADDRESS,NYPD,New York City Police Department,3052390058,BROOKLYN,,,,BROOKLYN,2019-03-11T16:12:15.000,14 BROOKLYN,Illegal Parking,2019-03-11T07:37:19.000,FOSTER AVENUE,GLENWOOD ROAD,Blocked Hydrant,2019-03-11T15:37:19.000,Precinct,684 EAST 19 STREET,11230,,,40.63415839711204,"{'type': 'Point', 'coordinates': [-73.959229652544, 40.634158397112]}",Street/Sidewalk,-73.95922965254387,MOBILE,BROOKLYN,Unspecified,2019-03-11T16:12:15.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,EAST 19 STREET,,,41936176,995566,170320,0
953,INTERSECTION,DOT,Department of Transportation,,BRONX,,,,,2019-03-12T09:15:00.000,Unspecified BRONX,Street Condition,2019-03-11T07:37:37.000,,,Pothole,,N/A,,,UNIVERSITY AVENUE,WEST BURNSIDE AVENUE,,,,,UNKNOWN,BRONX,Unspecified,2019-03-12T09:15:00.000,The Department of Transportation inspected this complaint and repaired the problem.,,Closed,,,,41948278,,,1
954,ADDRESS,NYPD,New York City Police Department,2023090033,BRONX,,,,BRONX,2019-03-11T14:29:46.000,01 BRONX,Illegal Parking,2019-03-11T07:38:13.000,LINCOLN AVENUE,ALEXANDER AVENUE,Double Parked Blocking Traffic,2019-03-11T15:38:13.000,Precinct,27 BRUCKNER BOULEVARD,10454,,,40.80725255129562,"{'type': 'Point', 'coordinates': [-73.928448280003, 40.807252551296]}",Street/Sidewalk,-73.92844828000305,PHONE,BRONX,Unspecified,2019-03-11T14:29:46.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,BRUCKNER BOULEVARD,,,41935502,1004058,233389,0
955,ADDRESS,NYPD,New York City Police Department,3041780019,BROOKLYN,,,,BROOKLYN,2019-03-11T10:08:16.000,05 BROOKLYN,Blocked Driveway,2019-03-11T07:38:33.000,95 AVENUE,MC KINLEY AVENUE,No Access,2019-03-11T15:38:33.000,Precinct,377 ELDERT LANE,11208,,,40.68163262538311,"{'type': 'Point', 'coordinates': [-73.865948993729, 40.681632625383]}",Street/Sidewalk,-73.86594899372885,PHONE,BROOKLYN,Unspecified,2019-03-11T10:08:16.000,The Police Department issued a summons in response to the complaint.,,Closed,ELDERT LANE,,,41924702,1021430,187642,1
956,ADDRESS,DOT,Department of Transportation,2028430035,BRONX,,,,BRONX,2019-03-12T12:50:00.000,04 BRONX,Street Condition,2019-03-11T07:38:37.000,EAST  170 STREET,EAST  171 STREET,Pothole,,N/A,1400 TOWNSEND AVENUE,10452,,,40.8400412604915,"{'type': 'Point', 'coordinates': [-73.91665652575401, 40.840041260492]}",,-73.9166565257543,UNKNOWN,BRONX,Unspecified,2019-03-12T12:50:00.000,The Department of Transportation inspected this complaint and repaired the problem.,,Closed,TOWNSEND AVENUE,,,41946075,1007311,245338,1
957,ADDRESS,NYPD,New York City Police Department,4030900028,QUEENS,,,,REGO PARK,2019-03-11T07:55:22.000,06 QUEENS,Illegal Parking,2019-03-11T07:39:10.000,ELIOT AVENUE,62 AVENUE,Blocked Sidewalk,2019-03-11T15:39:10.000,Precinct,61-32 WETHEROLE STREET,11374,,,40.73011961069033,"{'type': 'Point', 'coordinates': [-73.868914720323, 40.73011961069]}",Street/Sidewalk,-73.86891472032283,PHONE,QUEENS,Unspecified,2019-03-11T07:55:22.000,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,,Closed,WETHEROLE STREET,,,41925681,1020581,205306,0
958,BLOCKFACE,DOT,Department of Transportation,,STATEN ISLAND,,,,STATEN ISLAND,2019-03-19T09:52:00.000,Unspecified STATEN ISLAND,Street Condition,2019-03-11T07:39:18.000,TOMPKINS AVENUE,TOMPKINS AVENUE,Pothole,,N/A,GREENFIELD AVENUE,10304,,,,,,,UNKNOWN,STATEN ISLAND,Unspecified,2019-03-19T09:52:00.000,The Department of Transportation inspected this complaint and repaired the problem.,,Closed,GREENFIELD AVENUE,,,41930394,,,1
959,INTERSECTION,DOT,Department of Transportation,,BRONX,,,,BRONX,2019-03-12T14:00:00.000,01 BRONX,Street Condition,2019-03-11T07:39:37.000,,,Pothole,,N/A,,10451,EAST 144 STREET,GRAND CONCOURSE,40.816535060010715,"{'type': 'Point', 'coordinates': [-73.928217920987, 40.816535060011]}",,-73.92821792098728,UNKNOWN,BRONX,Unspecified,2019-03-12T14:00:00.000,The Department of Transportation inspected this complaint and repaired the problem.,,Closed,,,,41948287,1004119,236771,1
